name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
NYC,2017-08-01T15:00:00,32.2,33.3,18.3,43.71,1.517,100,rain,0,0,,7.2,58,1016.5,0.8,16,748.3,2.7,7,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-01T16:00:00,32.1,33.3,18.5,44.33,1.071,100,rain,0,0,77.8,13.4,246,1016.2,1.4,13.3,593,2.1,6,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-01T17:00:00,31.1,32.5,19,48.6,0.446,100,rain,0,0,86.8,29.5,256,1016.2,2.6,16,406.9,1.5,4,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-01T18:00:00,30.1,31.9,19.8,54.34,0.446,100,rain,0,0,,11,160,1016.2,1,16,214.8,0.8,2,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-01T19:00:00,28.9,30.2,19.2,55.79,0.446,100,rain,0,0,77.8,11.1,208,1016.2,0.8,16,50,0.2,1,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-01T20:00:00,27.9,29,18.7,57.55,0,0,,0,0,,9.6,250,1016.6,9.5,16,0,0,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-01T21:00:00,27.2,28.3,18.7,59.94,0,0,,0,0,,5.9,257,1016.8,1,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-01T22:00:00,26.7,27.8,18.8,61.78,0,0,,0,0,,5.2,282,1017.2,1,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-01T23:00:00,26.2,26.2,18.8,63.58,0,0,,0,0,,5.8,265,1017.5,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T00:00:00,25.7,25.7,19.9,70.42,0,0,,0,0,,5.6,239,1017.5,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T01:00:00,25.7,25.7,20.5,73.4,0,0,,0,0,,5,273,1017.5,2.6,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T02:00:00,25.1,25.1,20,73.36,0,0,,0,0,,0.8,239,1017.3,2,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T03:00:00,25.1,25.1,20.6,75.89,0,0,,0,0,,7.1,254,1017.5,28.7,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T04:00:00,24.4,24.4,20.5,78.82,0,0,,0,0,,0.6,243,1017.2,1.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T05:00:00,24,24,20.5,81.09,0,0,,0,0,,5,253,1017.5,1.4,16,0.2,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T06:00:00,23.9,23.9,20.5,81.24,0,0,,0,0,,4.8,257,1017.5,2.6,16,30.6,0.1,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T07:00:00,23.9,23.9,20.6,81.93,0,0,,0,0,,0.3,15,1017.8,1.5,15.6,131.6,0.5,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T08:00:00,24.4,24.4,20.7,80.04,0,0,,0,0,,0.3,23,1018.2,1.5,15.6,237.1,0.9,2,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T09:00:00,25.7,25.7,21.5,77.72,0.178,100,rain,0,0,,0.2,61,1018.3,1.5,15.6,278.5,1,3,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T10:00:00,26.7,28.4,20.7,69.48,0,0,,0,0,,4.8,229,1018.5,2.6,13.7,354.3,1.3,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T11:00:00,28.9,30.9,20.6,60.95,0,0,,0,0,,6.7,0,1018.5,1.5,15.8,533.5,1.9,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T12:00:00,29,31.6,21.4,63.78,0,0,,0,0,,9.4,270,1018.5,14,15.8,644.3,2.3,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T13:00:00,24.2,24.2,20.1,77.92,8.118,100,rain,0,0,47.9,14.1,66,1017.9,47.4,2.1,678,2.4,7,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T14:00:00,25.2,25.2,21.2,78.27,9.902,100,rain,0,0,,7,0,1017.8,65.7,15.6,637.5,2.3,6,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T15:00:00,26.2,26.2,22.1,77.98,0,0,,0,0,,8.7,61,1017.5,31.1,15.8,528,1.9,5,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T16:00:00,26.6,26.6,22.1,76.62,0,0,,0,0,,12.5,209,1016.8,4.3,13.8,399.5,1.4,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T17:00:00,24.3,24.3,20.5,79.75,0.024,100,rain,0,0,34,15.1,273,1018.9,66.8,15.4,274.9,1,3,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T18:00:00,22,22,20,88.46,1.269,100,rain,0,0,64.7,9,360,1019.3,76.6,15,143.9,0.5,1,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T19:00:00,22.7,22.7,20,85.07,0.198,100,rain,0,0,,13.6,48,1017.9,3.6,15.5,32.4,0.1,0,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T20:00:00,22.6,22.6,20.5,87.86,0,0,,0,0,,8.6,40,1018.3,1.5,15.8,0,0,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T21:00:00,22.7,22.7,18.9,79.3,0,0,,0,0,,5.5,82,1019.2,1.9,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T22:00:00,22.7,22.7,18.8,78.91,0,0,,0,0,,6.9,33,1019.2,1.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-02T23:00:00,22.7,22.7,18.4,76.9,0,0,,0,0,,0.2,11,1019.5,2.6,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T00:00:00,22.7,22.7,18.9,79.18,0,0,,0,0,,5,269,1019.6,2.6,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T01:00:00,22.1,22.1,18.9,82.04,0,0,,0,0,,0.2,360,1019.3,1.9,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T02:00:00,22.1,22.1,19.3,84.45,0,0,,0,0,,6.9,279,1019.2,2.9,15.8,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T03:00:00,22.1,22.1,19.4,84.74,0,0,,0,0,,0.2,19,1019,2.9,15.5,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T04:00:00,22,22,19.4,84.94,0,0,,0,0,,0.2,34,1019.2,2.9,15.5,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T05:00:00,21.6,21.6,20,90.74,0,0,,0,0,,0.6,31,1019.2,2.6,15.4,0.1,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T06:00:00,21.6,21.6,19.4,87.25,0,0,,0,0,,5,279,1019.6,1.4,15.5,48,0.2,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T07:00:00,22.1,22.1,20,88.27,0,0,,0,0,,0.2,27,1020,8.9,15.3,217.4,0.8,2,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T08:00:00,22.1,22.1,20,87.95,0,0,,0,0,,5.1,270,1020.6,8.5,15.4,412.4,1.5,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T09:00:00,23.3,23.3,19.4,78.7,0,0,,0,0,,8.7,11,1020.9,9.8,15.3,589.3,2.1,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T10:00:00,25.5,25.5,19.5,69.29,0,0,,0,0,,8.7,15,1020.9,1,15.4,744,2.7,7,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T11:00:00,27.7,29.1,19.4,60.64,0,0,,0,0,,5.1,269,1020.9,1,15.6,853.5,3.1,9,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T12:00:00,28.8,30,18.9,55.11,0,0,,0,0,,5.1,15,1020.6,1,15.8,880.3,3.2,9,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T13:00:00,29.3,31.1,19.9,57,0,0,,0,0,57.2,12.4,263,1020.2,1,15.8,898.5,3.2,9,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T14:00:00,30,32.2,20.4,56.23,0.178,100,rain,0,0,73.8,8.8,235,1019.5,0.8,16,821.5,3,8,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T15:00:00,30,32.8,21.4,60.14,0,0,,0,0,63,14.4,189,1018.9,2.9,16,690,2.5,7,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T16:00:00,28.9,31.2,21.1,63.03,0,0,,0,0,33.5,13,171,1018.5,3.6,14.2,524.3,1.9,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T17:00:00,29.2,30.6,19.3,55.36,0,0,,0,0,,16.4,180,1018.2,1.4,16,344.9,1.2,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T18:00:00,27.2,28.3,18.8,60.21,0,0,,0,0,53.6,17.7,180,1018.2,1.4,16,163.3,0.6,2,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T19:00:00,26.2,26.2,20.5,70.84,0,0,,0,0,35.3,9.6,189,1018.2,46,16,32.3,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T20:00:00,25.7,25.7,19.9,70.59,0,0,,0,0,,9,227,1018.9,28.7,16,0,0,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T21:00:00,25.1,25.1,20,73.17,0,0,,0,0,,5.3,226,1018.9,17.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-03T22:00:00,25.1,25.1,20.1,73.71,0,0,,0,0,,9.1,228,1019.6,1.6,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,72503014732"
NYC,2017-08-03T23:00:00,25.1,25.1,20.6,76.31,0,0,,0,0,,11.1,247,1019.6,72.3,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,72503014732"
NYC,2017-08-04T00:00:00,24.4,24.4,20,76.49,0.009,100,rain,0,0,,7.4,252,1019,28.3,16,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T01:00:00,23.9,23.9,19.9,78.58,0,0,,0,0,,0.2,306,1018.5,2.6,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T02:00:00,23.8,23.8,19.3,75.78,0,0,,0,0,,10.3,217,1018.6,2.6,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T03:00:00,23.8,23.8,20,79.19,0,0,,0,0,,7.5,189,1018.3,5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T04:00:00,23.8,23.8,21,84.42,0,0,,0,0,,9.2,197,1018.3,32.6,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T05:00:00,23.4,23.4,21.1,87.06,0,0,,0,0,,7.1,216,1018.2,23.8,16,0.1,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T06:00:00,23.4,23.4,20.6,84.78,0,0,,0,0,,5.1,171,1018.2,29.9,16,35.7,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T07:00:00,23.5,23.5,20.7,84.5,0.446,100,rain,0,0,,13.9,247,1018.9,62.7,14.2,132.4,0.5,1,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T08:00:00,21.6,21.6,20.7,94.25,11.847,100,rain,0,0,,9.6,64,1018.5,77.6,14.8,253.8,0.9,3,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T09:00:00,21.8,21.8,21.3,96.73,4.245,100,rain,0,0,,14.8,200,1018.2,82.9,7.9,402.3,1.4,4,,"Rain, Partially cloudy",rain,"72505394728,KLGA,KNYC,72503014732"
NYC,2017-08-04T10:00:00,23.8,23.8,22.1,90.3,0.009,100,rain,0,0,,10.2,134,1018.3,33.8,15.6,640,2.3,6,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T11:00:00,26.1,26.1,21.8,77.32,7.226,100,rain,0,0,,12.2,143,1018.2,47.5,16,818.3,2.9,8,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T12:00:00,27.1,29.3,21.7,72.43,0,0,,0,0,,13.1,162,1017.8,45.4,16,896.5,3.2,9,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T13:00:00,28.3,30.4,20.8,63.66,0,0,,0,0,,17.2,122,1017.3,0.8,16,907.5,3.3,9,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T14:00:00,28.8,30.1,19.2,56.32,0,0,,0,0,,17.9,143,1016.8,0.8,16,856,3.1,9,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T15:00:00,29.3,30.2,18.1,51.16,0,0,,0,0,31.7,16.9,133,1015.6,1,16,747.8,2.7,7,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T16:00:00,28.7,29.8,18.5,54.07,0,0,,0,0,33.5,22.2,152,1015.1,0.8,16,592,2.1,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T17:00:00,28.2,29.2,18.4,55.05,0,0,,0,0,,24.2,150,1015.1,0.8,16,408.6,1.5,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T18:00:00,27.7,29,19.2,59.89,0,0,,0,0,46.4,21.7,170,1014.9,0.8,14.2,215.8,0.8,2,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T19:00:00,26.1,26.1,22.1,78.37,0,0,,0,0,46,24.5,179,1014.5,1.4,16,47.8,0.2,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T20:00:00,25.1,25.1,22.1,83.6,0,0,,0,0,40.7,20.6,170,1014.2,51.1,16,0,0,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T21:00:00,24.4,24.4,21.6,84.71,0,0,,0,0,,14.2,188,1014.5,32.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T22:00:00,24.4,24.4,21.6,84.8,0,0,,0,0,,16.4,172,1014.5,78.4,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-04T23:00:00,24.3,24.3,21.1,82.27,0,0,,0,0,,15.8,180,1014.5,27.8,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T00:00:00,24.5,24.5,22,85.94,0,0,,0,0,29.5,20.5,170,1013.4,97,16,0,0,0,,Overcast,cloudy,"72505394728,KLGA,KNYC,72503014732"
NYC,2017-08-05T01:00:00,24,24,21.4,85.67,0,0,,0,0,33.5,11.8,190,1013.2,88.8,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,KLGA,KNYC,72503014732"
NYC,2017-08-05T02:00:00,23.9,23.9,22.1,89.85,0,0,,0,0,31.7,17.6,170,1012.8,97,16,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T03:00:00,23.9,23.9,22.1,90.06,0,0,,0,0,,12.5,180,1012.4,72.5,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T04:00:00,23.9,23.9,22.1,90.06,0,0,,0,0,27.7,10.5,227,1011.4,91.9,16,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T05:00:00,24.3,24.3,22.2,88.1,0.198,100,rain,0,0,,12.9,170,1011.1,97,15.8,0.1,0,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T06:00:00,22.9,22.9,21.7,93.1,5.04,100,rain,0,0,,7.5,170,1010.6,76.6,6,47.5,0.2,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T07:00:00,21.6,21.6,21.1,96.89,1.548,100,rain,0,0,,7.1,50,1010.7,40.9,15.8,97.5,0.4,1,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T08:00:00,21.7,21.7,20.7,94.09,0,0,,0,0,,10.9,260,1011.4,82.9,15.6,107.1,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T09:00:00,21.7,21.7,21.1,96.63,0,0,,0,0,,15.6,260,1012.1,91.1,15.1,168.6,0.6,2,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T10:00:00,22.8,22.8,20.7,87.83,0,0,,0,0,,11.8,275,1012.4,87.2,15.8,293.1,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T11:00:00,23.8,23.8,19.4,76.47,0,0,,0,0,,17.6,260,1012.4,79,16,371.9,1.3,4,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T12:00:00,25,25,19.4,71.14,0.892,100,rain,0,0,79.6,15.9,261,1012.1,51.9,14.2,484.8,1.7,5,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T13:00:00,25.5,25.5,18.9,66.9,0,0,,0,0,,22.1,269,1012.1,58.8,16,668.3,2.4,7,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T14:00:00,25.5,25.5,18.4,64.49,0.178,100,rain,0,0,,16.4,261,1011.7,82.1,16,750.5,2.7,8,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T15:00:00,26.9,27.4,16.3,52.2,0,0,,0,0,,14,260,1011.4,91.9,16,724.5,2.6,7,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T16:00:00,26.9,27.5,16.3,52.18,0,0,,0,0,,22.3,260,1011.1,88.8,16,596.8,2.1,6,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T17:00:00,26.5,26.5,14.9,48.98,0,0,,0,0,50,24.9,271,1011.4,50,14.2,417.5,1.5,4,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T18:00:00,26.5,26.5,15.4,50.8,0,0,,0,0,47.9,16.9,270,1011.7,33.2,16,220.3,0.8,2,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T19:00:00,25.5,25.5,14.2,49.61,0,0,,0,0,37.4,2.1,290,1012.8,78.4,16,47.2,0.2,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T20:00:00,24.3,24.3,12.7,48.48,0,0,,0,0,45.1,1.7,307,1013.2,28.2,16,0,0,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T21:00:00,23.3,23.3,13.7,54.55,0,0,,0,0,33.5,5.9,310,1014.5,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T22:00:00,22.8,22.8,14.2,58.12,0,0,,0,0,,11.1,262,1015.1,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-05T23:00:00,22.2,22.2,13.7,58.75,0,0,,0,0,,12.6,261,1015.5,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-06T00:00:00,22.1,22.1,13.3,57.56,0,0,,0,0,,1,300,1015.6,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-06T01:00:00,21.6,21.6,12.1,54.82,0,0,,0,0,37.1,1.4,300,1015.6,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-06T02:00:00,21.1,21.1,12.8,59.08,0,0,,0,0,,8.3,345,1015.9,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-06T03:00:00,20.5,20.5,11.6,56.45,0,0,,0,0,,7.4,275,1016.2,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-06T04:00:00,19.2,19.2,11.3,60.37,0,0,,0,0,,13.3,280,1016.5,7.2,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
NYC,2017-08-06T05:00:00,19.9,19.9,12.7,63.16,0,0,,0,0,,1.3,300,1016.9,0,16,0.1,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-08-06T06:00:00,19.3,19.3,12,63.01,0,0,,0,0,,5.9,300,1017.6,0.8,16,30.9,0.1,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
