name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
NYC,2017-09-01T16:00:00,22.7,22.7,6.2,34.39,0.178,100,rain,0,0,,18,245,1019.2,1.5,16,514.3,1.9,5,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-01T17:00:00,22.1,22.1,6.8,37.2,0,0,,0,0,33.5,13,252,1019.2,2.6,14.2,312,1.1,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-01T18:00:00,23.1,23.1,7.6,36.88,0.178,100,rain,0,0,,7.9,350,1019.3,1.1,16,116.4,0.4,1,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-01T19:00:00,21,21,10,49.39,0,0,,0,0,,1.2,320,1019.6,1.5,16,5.9,0,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-01T20:00:00,20,20,7,42.8,0,0,,0,0,,9.8,256,1020.9,1.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-01T21:00:00,20,20,7.1,43.22,0,0,,0,0,,5.9,281,1021.2,1.5,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-01T22:00:00,18.3,18.3,5.9,44.44,0,0,,0,0,,7.9,310,1021.3,14,16,0,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
NYC,2017-09-01T23:00:00,18.7,18.7,7.8,48.91,0,0,,0,0,,9.2,262,1022.2,1.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T00:00:00,18.2,18.2,8.6,53.42,0,0,,0,0,,12.4,39,1022.3,1.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T01:00:00,18.2,18.2,7.5,49.72,0,0,,0,0,,19.6,53,1022.7,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T02:00:00,17.6,17.6,6.5,47.96,0,0,,0,0,,17.6,30,1022.3,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T03:00:00,16.9,16.9,7,51.95,0,0,,0,0,,15.9,30,1022.7,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T04:00:00,16.4,16.4,7,53.63,0,0,,0,0,,21.1,39,1022,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T05:00:00,16.4,16.4,8,57.84,0,0,,0,0,,17.6,41,1023,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T06:00:00,13.1,13.1,5.9,61.72,0,0,,0,0,,7.9,30,1022.5,13.4,16,4.4,0,0,,Clear,clear-night,"72505394728,KLGA,KNYC,72503014732"
NYC,2017-09-02T07:00:00,15.3,15.3,9.7,68.95,0,0,,0,0,,16.8,28,1023.7,1.5,16,46.7,0.2,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T08:00:00,15.9,15.9,10.3,69.35,0,0,,0,0,,15.6,42,1024,1.5,16,116.6,0.4,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T09:00:00,16.5,16.5,10.4,67.08,0,0,,0,0,,14.3,42,1024,1.5,16,191.4,0.7,2,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T10:00:00,17.7,17.7,10.5,62.98,0,0,,0,0,,14.7,43,1024.7,1.6,14.2,276,1,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T11:00:00,18.2,18.2,9.2,55.72,0,0,,0,0,,17.2,50,1024.7,1.6,16,436.4,1.6,4,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T12:00:00,19.2,19.2,9.2,52.34,0,0,,0,0,,17.3,41,1024,1.6,16,553.5,2,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T13:00:00,19.9,19.9,9.9,52.43,0,0,,0,0,,13.1,77,1023.4,1.5,16,642,2.3,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T14:00:00,20.5,20.5,9.9,50.46,0,0,,0,0,,14.5,100,1023,1.6,16,551.8,2,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T15:00:00,20.5,20.5,11.4,55.88,0,0,,0,0,,10.8,110,1022.6,1.6,16,242.2,0.9,2,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T16:00:00,20.6,20.6,13.1,62.25,0,0,,0,0,,12.9,90,1022,1.7,16,107.5,0.4,1,,Clear,clear-day,"72505394728,72055399999,KLGA,72503014732"
NYC,2017-09-02T17:00:00,19.9,19.9,13.4,66.01,0,0,,0,0,,11.3,100,1021.7,2,16,68.5,0.2,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T18:00:00,19.2,19.2,12.7,65.81,0,0,,0,0,,15.7,62,1021,87.1,16,21.7,0.1,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T19:00:00,18.7,18.7,12.6,67.61,0,0,,0,0,,19.8,61,1021,50.5,16,1.1,0,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T20:00:00,17,17,13.8,81.12,0.041,100,rain,0,0,,17.6,62,1021,87.1,15.2,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T21:00:00,16.5,16.5,14.9,90.13,0.777,100,rain,0,0,,14.7,39,1021,66.8,12.9,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T22:00:00,16,16,14.9,93.47,4.609,100,rain,0,0,,19.9,55,1021,56.1,14.6,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-02T23:00:00,15.5,15.5,14.3,92.46,2.219,100,rain,0,0,,19.3,63,1020.3,60,12.2,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T00:00:00,15.5,15.5,14.3,92.57,0.777,100,rain,0,0,,18,46,1019.3,87.1,15.7,0,0,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T01:00:00,16,16,14.4,89.8,0.703,100,rain,0,0,,22.3,51,1018.6,98.1,12.5,0,0,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T02:00:00,16,16,14.9,93.25,0.028,100,rain,0,0,,19.8,51,1017.6,100,8.5,0,0,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T03:00:00,16,16,15,93.6,0.025,100,rain,0,0,,21.6,36,1016.3,100,9.7,0,0,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T04:00:00,16.5,16.5,16,96.88,7.141,100,rain,0,0,,10.4,30,1016.6,97.3,4.8,0,0,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T05:00:00,16.5,16.5,16,96.88,0.656,100,rain,0,0,,17.6,50,1015.2,98.1,15.1,0,0,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T06:00:00,16.5,16.5,15.6,94.15,0.009,100,rain,0,0,,22.9,41,1014.6,100,15.6,10.4,0,0,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T07:00:00,17,17,16,94.17,0,0,,0,0,,27.8,54,1014.2,100,15.5,130.4,0.5,1,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T08:00:00,16.5,16.5,16,96.88,0,0,,0,0,,24.7,46,1013.5,100,13.4,317.3,1.1,3,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T09:00:00,17,17,16.5,96.97,0,0,,0,0,,23,44,1012.5,100,12.2,497.1,1.8,5,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T10:00:00,18.1,18.1,17.6,96.99,2.779,100,rain,0,0,,12.4,40,1012.9,100,5.7,627.8,2.3,6,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T11:00:00,18.2,18.2,17.7,96.99,0.092,100,rain,0,0,,14,27,1012.2,93,15.1,690,2.5,7,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T12:00:00,18.3,18.3,17.2,93.1,0.516,100,rain,0,0,,1.2,317,1012.1,93,14.5,665.8,2.4,7,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T13:00:00,19.2,19.2,17.8,91.44,0.249,100,rain,0,0,,9.7,262,1011.8,87.1,15.9,605,2.2,6,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T14:00:00,19.8,19.8,17.1,84.38,0.624,100,rain,0,0,77.8,14.5,273,1011.8,92.2,16,567,2,6,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T15:00:00,20.5,20.5,17.2,81.3,0,0,,0,0,,0.4,341,1011.5,70.7,16,554.5,2,6,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T16:00:00,21.5,21.5,16.1,71.5,0.178,100,rain,0,0,70.2,12.7,271,1011.1,82.1,16,457.3,1.6,5,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T17:00:00,22.6,22.6,16.1,66.61,0,0,,0,0,,16.4,271,1011.4,56.9,16,278.4,1,3,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T18:00:00,20.5,20.5,15.3,72.33,0,0,,0,0,,18.4,260,1011,43.9,16,106.7,0.4,1,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
NYC,2017-09-03T19:00:00,21.1,21.1,15.5,70.47,0,0,,0,0,,19.7,270,1011.7,78.4,16,4.3,0,0,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T20:00:00,21,21,16,73.11,0,0,,0,0,,14.6,270,1012.4,56.1,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T21:00:00,20.5,20.5,15.6,73.36,0,0,,0,0,,12.8,270,1012.9,33.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T22:00:00,20,20,15.6,75.92,0,0,,0,0,,17.6,269,1013.4,29.7,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-03T23:00:00,19.3,19.3,15.6,78.83,0,0,,0,0,,14.5,270,1013.4,97,16,0,0,0,,Overcast,cloudy,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T00:00:00,18.8,18.8,15,78.34,0,0,,0,0,,16.2,268,1013.8,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T01:00:00,18.3,18.3,15,80.76,0,0,,0,0,,18.2,260,1013.8,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T02:00:00,18.3,18.3,14.3,77.3,0,0,,0,0,,17.8,260,1013.8,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T03:00:00,17.8,17.8,14.3,79.75,0,0,,0,0,,13.3,270,1013.8,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T04:00:00,17.8,17.8,14.2,79.81,0,0,,0,0,35.3,14.5,270,1014.1,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T05:00:00,17.8,17.8,13.8,77.54,0,0,,0,0,37.1,11,260,1014.1,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T06:00:00,17.8,17.8,14.2,79.81,0,0,,0,0,31.7,11,270,1014.8,0.8,16,11.9,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T07:00:00,17.8,17.8,14.2,79.89,0,0,,0,0,,8.9,337,1015.2,0.8,16,150,0.5,2,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T08:00:00,17.8,17.8,14.3,79.62,0,0,,0,0,,9.4,261,1015.6,0,16,346.5,1.2,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T09:00:00,19.3,19.3,14.2,72.59,0,0,,0,0,,9,250,1015.8,0.8,16,531.8,1.9,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T10:00:00,21.1,21.1,15,68.16,0,0,,0,0,,12.5,259,1015.8,0.8,14.2,688,2.5,7,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T11:00:00,23.2,23.2,15,59.8,0,0,,0,0,,9.5,239,1015.8,2.6,16,801.8,2.9,8,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T12:00:00,24.3,24.3,15,56.08,0,0,,0,0,,11.5,230,1015.5,2.6,16,859.8,3.1,9,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T13:00:00,25.6,25.6,14.8,51.4,0.446,100,rain,0,0,59,17.6,230,1014.8,2.6,16,855.5,3.1,9,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T14:00:00,26.6,26.6,14.3,46.77,0.178,100,rain,0,0,60.4,14.7,236,1014.2,1,16,786.5,2.8,8,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T15:00:00,27.7,27.6,14.3,43.82,0,0,,0,0,38.9,16,248,1013.4,1.4,16,664.5,2.4,7,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T16:00:00,27.7,27.8,14.8,45.36,0,0,,0,0,,16.2,230,1013.1,3.6,16,498.4,1.8,5,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T17:00:00,27,27.4,15.5,49.23,0,0,,0,0,33.5,18.5,220,1012.1,27.8,16,305.4,1.1,3,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T18:00:00,26.5,26.5,14.9,48.85,0,0,,0,0,32.5,22.9,239,1011.7,0.8,16,112.8,0.4,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T19:00:00,25.6,25.6,15.3,53.12,0,0,,0,0,37.1,19.8,239,1011.4,0.8,16,3.9,0,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T20:00:00,24.3,24.3,15.4,57.57,0,0,,0,0,,17.9,239,1011.7,1.4,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T21:00:00,23.4,23.4,16.3,64.51,0,0,,0,0,,14.4,239,1011.8,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T22:00:00,22.2,22.2,16.4,69.92,0,0,,0,0,,10.5,254,1011.5,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-04T23:00:00,21.7,21.7,16.5,72.55,0,0,,0,0,,12.6,249,1011.4,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T00:00:00,21.7,21.7,16,70.37,0,0,,0,0,,14.2,258,1011.4,0,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T01:00:00,21.7,21.7,16.6,72.59,0,0,,0,0,,12.4,244,1011.1,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T02:00:00,21.2,21.2,17.1,77.41,0,0,,0,0,,10.8,248,1010.4,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T03:00:00,21.2,21.2,17.8,80.92,0,0,,0,0,,14.2,247,1010.4,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T04:00:00,21.2,21.2,18.2,83.42,0,0,,0,0,,10.9,249,1010.1,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T05:00:00,21.2,21.2,18.3,83.77,0,0,,0,0,,10.9,268,1009.7,0.8,16,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T06:00:00,21.1,21.1,18.3,83.97,0,0,,0,0,,9.3,268,1010.4,2.6,16,9.7,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T07:00:00,21.2,21.2,18.8,86.22,0,0,,0,0,,10.9,268,1010.4,61.7,15.8,137.6,0.5,1,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T08:00:00,21.6,21.6,18.8,84.02,0,0,,0,0,,8.1,247,1010.4,72.5,15.8,329.4,1.2,3,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T09:00:00,22.9,22.9,19.3,80.12,0,0,,0,0,,9.7,240,1010.1,27.5,15.8,513,1.8,5,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T10:00:00,24.3,24.3,19.3,73.52,0,0,,0,0,,10.9,208.2,1010.1,33.2,15.8,665.5,2.4,7,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T11:00:00,26.6,26.6,19.3,64.43,0,0,,0,0,,9.8,213,1009.7,30.8,15.8,778.5,2.8,8,,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T12:00:00,27.8,29.2,19.4,60.09,0,0,,0,0,66.6,11.8,208,1009.4,2.9,15.8,826.3,3,8,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T13:00:00,28.4,30,20,60.56,0,0,,0,0,,4.9,69,1008.2,27.1,13.8,816,2.9,8,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
NYC,2017-09-05T14:00:00,29.9,31.8,20.1,55.59,0.178,100,rain,0,0,31.7,12.8,218,1008,2.9,15.8,755,2.7,8,,Rain,rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T15:00:00,30.5,32.4,20,53.7,0,0,,0,0,,9.6,160,1007.3,0.8,16,633.3,2.3,6,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T16:00:00,28.9,31,20.8,61.77,0,0,,0,0,,11,167,1006.7,29.3,14.5,470.5,1.7,5,,Partially cloudy,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
NYC,2017-09-05T17:00:00,30.4,32,19.4,51.82,0,0,,0,0,,16.2,218,1006.7,1.9,16,282.5,1,3,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T18:00:00,28.7,30.8,20.6,61.44,0,0,,0,0,,10.5,57,1007,1.5,15.8,99.6,0.4,1,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T19:00:00,26.6,26.6,21.1,71.97,0,0,,0,0,66.6,7.8,218,1008,1.9,15.8,2.9,0,0,,Clear,clear-day,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T20:00:00,26.1,26.1,20.7,72.06,0,0,,0,0,,30.3,253,1009.3,8.9,15.8,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T21:00:00,23.2,23.2,19.3,78.68,0,0,,0,0,,7,220,1009.8,50.5,15.8,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T22:00:00,22.9,22.9,18.8,77.66,0,0,,0,0,,11.6,257,1010.7,87.2,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-05T23:00:00,22.8,22.8,18.2,75.23,0,0,,0,0,,0.4,314,1010.5,30.4,15.8,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-06T00:00:00,22.2,22.2,17.8,76.2,0,0,,0,0,,8.6,254,1010.4,2.6,15.8,0,0,0,,Clear,clear-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-06T01:00:00,22.3,22.3,17.8,75.59,0,0,,0,0,,7,263,1011.1,54.5,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-06T02:00:00,21.7,21.7,17.1,75,0,0,,0,0,,9,240,1011.1,87.1,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-06T03:00:00,21.6,21.6,17.1,75.54,0,0,,0,0,,5.8,247,1010.2,61.5,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-06T04:00:00,21.6,21.6,17.1,75.6,0,0,,0,0,,0,0,1009.8,48.3,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-06T05:00:00,21.6,21.6,17.2,75.88,0,0,,0,0,,6.9,288,1010.1,53,16,0,0,0,,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-06T06:00:00,21.6,21.6,18.3,81.32,0.01,100,rain,0,0,,0.2,31,1010.2,72.5,15.6,3.9,0,0,,"Rain, Partially cloudy",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
NYC,2017-09-06T07:00:00,21.1,21.1,18.8,86.97,0.014,100,rain,0,0,,7.4,270,1010.7,91.1,15.4,54.6,0.2,1,,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KNYC,72503014732"
